SORA Value Date,,,SORA Publication Date,SORA,SORA Index
,,22,23 Jun 2023,3.5825,1.037719713
,,23,26 Jun 2023,3.7939,1.038043303
,,26,27 Jun 2023,3.7922,1.038151151
,,27,28 Jun 2023,3.7785,1.038258621
,,28,30 Jun 2023,3.7918,1.03847434
,,30,03 Jul 2023,4.0005,1.038815799
,Jul,3,04 Jul 2023,3.8041,1.038924066
,,4,05 Jul 2023,3.7885,1.039031901
,,5,06 Jul 2023,3.7685,1.039139177
,,6,07 Jul 2023,3.654,1.039243205
,,7,10 Jul 2023,3.7005,1.039559292
,,10,11 Jul 2023,3.61,1.039662108
,,11,12 Jul 2023,3.6028,1.03976473
,,12,13 Jul 2023,3.5373,1.039865496
,,13,14 Jul 2023,3.5322,1.039966127
,,14,17 Jul 2023,3.5201,1.040267013
,,17,18 Jul 2023,3.5341,1.040367736
,,18,19 Jul 2023,3.4553,1.040466224
,,19,20 Jul 2023,3.5096,1.040566268
,,20,21 Jul 2023,3.6125,1.040669256
,,21,24 Jul 2023,3.7337,1.040988616
,,24,25 Jul 2023,3.5374,1.041089503
,,25,26 Jul 2023,3.4533,1.041188002
,,26,27 Jul 2023,3.3329,1.041283075
,,27,28 Jul 2023,3.4231,1.04138073
,,28,31 Jul 2023,3.5264,1.041682565
,,31,01 Aug 2023,3.5504,1.041783891
,Aug,1,02 Aug 2023,3.397,1.041880848
,,2,03 Aug 2023,3.4463,1.041979222
,,3,04 Aug 2023,3.5065,1.042079323
,,4,07 Aug 2023,3.7677,1.042402028
,,7,08 Aug 2023,3.8511,1.042512011
,,8,10 Aug 2023,3.6903,1.042722816
,,10,11 Aug 2023,3.5378,1.042823883
,,11,14 Aug 2023,3.6165,1.043133859
,,14,15 Aug 2023,3.4924,1.043233668
,,15,16 Aug 2023,3.5476,1.043335064
,,16,17 Aug 2023,3.6183,1.043438492
,,17,18 Aug 2023,3.7727,1.043546343
,,18,21 Aug 2023,3.9062,1.043881382
,,21,22 Aug 2023,3.5937,1.04398416
,,22,23 Aug 2023,3.6354,1.044088141
,,23,24 Aug 2023,3.6807,1.044193428
,,24,25 Aug 2023,3.5891,1.044296105
,,25,28 Aug 2023,3.6314,1.044607797
,,28,29 Aug 2023,3.693,1.044713488
,,29,30 Aug 2023,3.815,1.044822682
,,30,31 Aug 2023,3.7085,1.044928839
,,31,04 Sep 2023,3.7781,1.04536148
,Sep,4,05 Sep 2023,3.8411,1.045471489
,,5,06 Sep 2023,3.8061,1.045580508
,,6,07 Sep 2023,3.7056,1.045686658
,,7,08 Sep 2023,3.6811,1.045792118
,,8,11 Sep 2023,3.9914,1.046135201
,,11,12 Sep 2023,3.8216,1.046244733
,,12,13 Sep 2023,3.7478,1.04635216
,,13,14 Sep 2023,3.7128,1.046458596
,,14,15 Sep 2023,3.6978,1.046564612
,,15,18 Sep 2023,3.8093,1.046892284
,,18,19 Sep 2023,3.7053,1.04699856
,,19,20 Sep 2023,3.5931,1.047101627
,,20,21 Sep 2023,3.7076,1.04720799
,,21,22 Sep 2023,3.5683,1.047310367
,,22,25 Sep 2023,3.761,1.047634115
,,25,26 Sep 2023,3.7721,1.047742383
,,26,27 Sep 2023,3.8579,1.047853125
,,27,28 Sep 2023,3.7232,1.047960012
,,28,29 Sep 2023,3.6232,1.048064038
,,29,02 Oct 2023,3.8245,1.048393489
,Oct,2,03 Oct 2023,3.655,1.048498472
,,3,04 Oct 2023,3.5858,1.048601478
,,4,05 Oct 2023,3.5954,1.048704769
,,5,06 Oct 2023,3.6268,1.048808973
,,6,09 Oct 2023,3.8967,1.049144882
,,9,10 Oct 2023,3.7546,1.049252803
,,10,11 Oct 2023,3.6676,1.049358235
,,11,12 Oct 2023,3.6356,1.049462756
,,12,13 Oct 2023,3.6617,1.049568039
,,13,16 Oct 2023,3.7716,1.049893399
,,16,17 Oct 2023,3.7366,1.05000088
,,17,18 Oct 2023,3.7983,1.050110146
,,18,19 Oct 2023,3.7574,1.050218247
,,19,20 Oct 2023,3.7461,1.050326034
,,20,23 Oct 2023,3.9248,1.050664855
,,23,24 Oct 2023,3.8445,1.05077552
,,24,25 Oct 2023,3.7258,1.05088278
,,25,26 Oct 2023,3.7383,1.05099041
,,26,27 Oct 2023,3.783,1.051099339
,,27,30 Oct 2023,3.7298,1.051421563
,,30,31 Oct 2023,3.8249,1.051531743
,,31,01 Nov 2023,3.6904,1.05163806
,Nov,1,02 Nov 2023,3.6569,1.051743423
,,2,03 Nov 2023,3.6776,1.051849392
,,3,06 Nov 2023,3.771,1.052175408
,,6,07 Nov 2023,3.6121,1.052279533
,,7,08 Nov 2023,3.5604,1.052382178
,,8,09 Nov 2023,3.404,1.052480323
,,9,10 Nov 2023,3.4926,1.052581033
,,10,14 Nov 2023,3.6321,1.053
,,14,15 Nov 2023,3.6022,1.053103921
,,15,16 Nov 2023,3.6372,1.053208862
,,16,17 Nov 2023,3.6444,1.053314022
,,17,20 Nov 2023,3.8431,1.053646733
,,20,21 Nov 2023,3.6665,1.053752574
,,21,22 Nov 2023,3.7497,1.053860828
,,22,23 Nov 2023,3.6238,1.053965458
,,23,24 Nov 2023,3.6811,1.054071752
,,24,27 Nov 2023,3.6122,1.054384699
,,27,28 Nov 2023,3.6549,1.054490279
,,28,29 Nov 2023,3.4799,1.054590814
,,29,30 Nov 2023,3.5107,1.054692248
,,30,01 Dec 2023,3.6592,1.054797983
,Dec,1,04 Dec 2023,3.6823,1.055117223
,,4,05 Dec 2023,3.6984,1.055224133
,,5,06 Dec 2023,3.729,1.05533194
,,6,07 Dec 2023,3.7354,1.055439942
,,7,08 Dec 2023,3.9062,1.055552894
,,8,11 Dec 2023,3.8994,1.055891198
,,11,12 Dec 2023,3.8467,1.056002477
,,12,13 Dec 2023,3.9311,1.05611621
,,13,14 Dec 2023,4.0103,1.056232247
,,14,15 Dec 2023,3.7911,1.056341953
,,15,18 Dec 2023,3.7269,1.056665532
,,18,19 Dec 2023,3.6867,1.056772261
,,19,20 Dec 2023,3.57,1.056875622
,,20,21 Dec 2023,3.4412,1.056975264
,,21,22 Dec 2023,3.3632,1.057072656
,,22,26 Dec 2023,3.4044,1.057467034
,,26,27 Dec 2023,3.4443,1.057566822
,,27,28 Dec 2023,3.2489,1.057660957
,,28,29 Dec 2023,3.263,1.057755509
,,29,02 Jan 2024,3.6235,1.058175539
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2024,Jan,2,03 Jan 2024,3.6063,1.05828009
,,3,04 Jan 2024,3.8177,1.05839078
,,4,05 Jan 2024,3.8218,1.058501601
,,5,08 Jan 2024,3.7342,1.058826476
,,8,09 Jan 2024,3.8194,1.058937273
,,9,10 Jan 2024,3.7684,1.059046602
,,10,11 Jan 2024,3.7393,1.059155098
,,11,12 Jan 2024,3.7931,1.059265166
,,12,15 Jan 2024,3.7435,1.059591086
,,15,16 Jan 2024,3.5779,1.059694952
,,16,17 Jan 2024,3.6456,1.059800793
,,17,18 Jan 2024,3.6089,1.05990558
,,18,19 Jan 2024,3.5362,1.060008266
,,19,22 Jan 2024,3.4333,1.060307389
,,22,23 Jan 2024,3.5474,1.060410439
,,23,24 Jan 2024,3.5043,1.060512247
,,24,25 Jan 2024,3.4113,1.060611363
,,25,26 Jan 2024,3.5469,1.060714428
,,26,29 Jan 2024,3.5205,1.061021352
,,29,30 Jan 2024,3.514,1.061123501
,,30,31 Jan 2024,3.4763,1.061224564
,,31,01 Feb 2024,3.4844,1.061325871
,Feb,1,02 Feb 2024,3.433,1.061425694
,,2,05 Feb 2024,3.4949,1.061730591
,,5,06 Feb 2024,3.5972,1.061835228
,,6,07 Feb 2024,3.6389,1.061941089
,,7,08 Feb 2024,3.584,1.062045363
,,8,09 Feb 2024,3.3865,1.0621439
,,9,13 Feb 2024,3.4874,1.062549831
,,13,14 Feb 2024,3.3581,1.062647589
,,14,15 Feb 2024,3.5172,1.062749987
,,15,16 Feb 2024,3.6948,1.062857567
,,16,19 Feb 2024,3.7765,1.063187475
,,19,20 Feb 2024,3.8169,1.063298655
,,20,21 Feb 2024,3.7518,1.06340795
,,21,22 Feb 2024,3.5929,1.063512628
,,22,23 Feb 2024,3.7262,1.063621199
,,23,26 Feb 2024,3.8327,1.063956257
,,26,27 Feb 2024,3.7501,1.064065571
,,27,28 Feb 2024,3.7121,1.064173788
,,28,29 Feb 2024,3.7844,1.064284124
,,29,01 Mar 2024,3.7464,1.064393363
,Mar,1,04 Mar 2024,3.7769,1.064723783
,,4,05 Mar 2024,3.6105,1.064829103
,,5,06 Mar 2024,3.6054,1.064934285
,,6,07 Mar 2024,3.5966,1.06503922
,,7,08 Mar 2024,3.626,1.065145024
,,8,11 Mar 2024,3.6514,1.06546469
,,11,12 Mar 2024,3.4967,1.065566761
,,12,13 Mar 2024,3.4354,1.065667053
,,13,14 Mar 2024,3.3928,1.06576611
,,14,15 Mar 2024,3.4937,1.065868123
,,15,18 Mar 2024,3.5678,1.066180682
,,18,19 Mar 2024,3.7955,1.066291551
,,19,20 Mar 2024,3.8841,1.066405019
,,20,21 Mar 2024,3.8542,1.066517625
,,21,22 Mar 2024,3.9588,1.0666333
,,22,25 Mar 2024,4.2656,1.067007259
,,25,26 Mar 2024,4.0357,1.067125234
,,26,27 Mar 2024,3.953,1.067240806
,,27,28 Mar 2024,3.8954,1.067354705
,,28,01 Apr 2024,3.6851,1.067785753
,Apr,1,02 Apr 2024,3.7,1.067893994
,,2,03 Apr 2024,3.6119,1.067999669
,,3,04 Apr 2024,3.5062,1.068102261
,,4,05 Apr 2024,3.5261,1.068205445
,,5,08 Apr 2024,3.4176,1.068505503
,,8,09 Apr 2024,3.3676,1.068604086
,,9,11 Apr 2024,3.4145,1.068804018
,,11,12 Apr 2024,3.3997,1.068903569
,,12,15 Apr 2024,3.4699,1.069208417
,,15,16 Apr 2024,3.4112,1.069308343
,,16,17 Apr 2024,3.4259,1.069408708
,,17,18 Apr 2024,3.3029,1.06950548
,,18,19 Apr 2024,3.4439,1.069606391
,,19,22 Apr 2024,3.6491,1.069927194
,,22,23 Apr 2024,3.6084,1.070032967
,,23,24 Apr 2024,3.5612,1.070137367
,,24,25 Apr 2024,3.5281,1.070240807
,,25,26 Apr 2024,3.587,1.070345984
,,26,29 Apr 2024,3.6559,1.070667607
,,29,30 Apr 2024,3.5085,1.070770523
,,30,02 May 2024,3.5066,1.070976263
,May,2,03 May 2024,3.6458,1.071083238
,,3,06 May 2024,3.7521,1.071413551
,,6,07 May 2024,3.7687,1.071524177
,,7,08 May 2024,3.8329,1.071636698
,,8,09 May 2024,3.9685,1.071753213
,,9,10 May 2024,3.9447,1.071869042
,,10,13 May 2024,4.0076,1.072222107
,,13,14 May 2024,3.7153,1.072331247
,,14,15 May 2024,3.6486,1.072438439
,,15,16 May 2024,3.609,1.072544478
,,16,17 May 2024,3.5697,1.072649373
,,17,20 May 2024,3.5899,1.072965869
,,20,21 May 2024,3.5778,1.073071044
,,21,23 May 2024,3.4585,1.073274398
,,23,24 May 2024,3.5511,1.073378817
,,24,27 May 2024,3.6756,1.073703089
,,27,28 May 2024,3.6622,1.073810819
,,28,29 May 2024,3.5476,1.073915187
,,29,30 May 2024,3.5409,1.074019369
,,30,31 May 2024,3.5289,1.074123207
,,31,03 Jun 2024,3.5222,1.074434161
,Jun,3,04 Jun 2024,3.8181,1.074546553
,,4,05 Jun 2024,3.8127,1.074658798
,,5,06 Jun 2024,3.8523,1.07477222
,,6,07 Jun 2024,3.6378,1.074879338
,,7,10 Jun 2024,3.8491,1.075219391
,,10,11 Jun 2024,3.594,1.075325264
,,11,12 Jun 2024,3.5291,1.075429234
,,12,13 Jun 2024,3.6312,1.075536223
,,13,14 Jun 2024,3.6365,1.075643379
,,14,18 Jun 2024,3.7736,1.076088206
,,18,19 Jun 2024,3.6929,1.07619708
,,19,20 Jun 2024,3.702,1.076306233
,,20,21 Jun 2024,3.5845,1.076411932
,,21,24 Jun 2024,3.6371,1.076733714
,,24,25 Jun 2024,3.6709,1.076842004
,,25,26 Jun 2024,3.565,1.076947181
,,26,27 Jun 2024,3.5992,1.077053376
,,27,28 Jun 2024,3.446,1.077155062
,,28,01 Jul 2024,3.4325,1.077458953
,Jul,1,02 Jul 2024,3.4205,1.077559924
,,2,03 Jul 2024,3.4141,1.077660716
,,3,04 Jul 2024,3.4709,1.077763194
,,4,05 Jul 2024,3.4839,1.077866065
,,5,08 Jul 2024,3.5261,1.078178449
,,8,09 Jul 2024,3.4634,1.078280755
,,9,10 Jul 2024,3.4019,1.078381253
,,10,11 Jul 2024,3.4975,1.078484586
,,11,12 Jul 2024,3.4685,1.078587071
,,12,15 Jul 2024,3.5537,1.07890211
,,15,16 Jul 2024,3.5134,1.079005963
,,16,17 Jul 2024,3.5137,1.079109834
,,17,18 Jul 2024,3.5413,1.079214532
,,18,19 Jul 2024,3.5399,1.079319198
,,19,22 Jul 2024,3.5864,1.079637351
,,22,23 Jul 2024,3.5679,1.079742887
,,23,24 Jul 2024,3.5239,1.079847131
,,24,25 Jul 2024,3.5458,1.079952033
,,25,26 Jul 2024,3.6271,1.08005935
,,26,29 Jul 2024,3.6541,1.080383732
,,29,30 Jul 2024,3.5438,1.080488627
,,30,31 Jul 2024,3.4769,1.080591552
,,31,01 Aug 2024,3.4336,1.080693204
,Aug,1,02 Aug 2024,3.5377,1.080797949
,,2,05 Aug 2024,3.5838,1.081116307
,,5,06 Aug 2024,3.6111,1.081223267
,,6,07 Aug 2024,3.5735,1.081329123
,,7,08 Aug 2024,3.6052,1.081435928
,,8,12 Aug 2024,3.5987,1.081862423
,,12,13 Aug 2024,3.6452,1.081970467
,,13,14 Aug 2024,3.6717,1.082079307
,,14,15 Aug 2024,3.6119,1.082186386
,,15,16 Aug 2024,3.5144,1.082290584
,,16,19 Aug 2024,3.5236,1.082604027
,,19,20 Aug 2024,3.5471,1.082709236
,,20,21 Aug 2024,3.3436,1.082808418
,,21,22 Aug 2024,3.1973,1.082903269
,,22,23 Aug 2024,3.1962,1.082998095
,,23,26 Aug 2024,3.2314,1.083285734
,,26,27 Aug 2024,3.2189,1.083381268
,,27,28 Aug 2024,3.3159,1.083479689
,,28,29 Aug 2024,3.3554,1.083579292
,,29,30 Aug 2024,3.4319,1.083681175
,,30,02 Sep 2024,3.5355,1.083996081
,Sep,2,03 Sep 2024,3.4466,1.08409844
,,3,04 Sep 2024,3.5593,1.084204156
,,4,05 Sep 2024,3.4622,1.084306998
,,5,06 Sep 2024,3.4824,1.08441045
,,6,09 Sep 2024,3.5859,1.08473006
,,9,10 Sep 2024,3.5167,1.084834571
,,10,11 Sep 2024,3.4959,1.084938475
,,11,12 Sep 2024,3.5352,1.085043556
,,12,13 Sep 2024,3.5177,1.085148128
,,13,16 Sep 2024,3.5423,1.085464066
,,16,17 Sep 2024,3.5427,1.085569422
,,17,18 Sep 2024,3.4455,1.085671896
,,18,19 Sep 2024,3.4316,1.085773967
,,19,20 Sep 2024,3.1089,1.085866449
,,20,23 Sep 2024,3.2039,1.086152394
,,23,24 Sep 2024,3.1178,1.086245173
,,24,25 Sep 2024,3.135,1.086338471
,,25,26 Sep 2024,3.1705,1.086432833
,,26,27 Sep 2024,3.4135,1.086534437
,,27,30 Sep 2024,3.3108,1.086830106
,,30,01 Oct 2024,3.8808,1.086945661
,Oct,1,02 Oct 2024,3.7299,1.087056735
,,2,03 Oct 2024,3.6048,1.087164094
,,3,04 Oct 2024,3.5946,1.087271161
,,4,07 Oct 2024,3.5514,1.087588531
,,7,08 Oct 2024,3.5015,1.087692865
,,8,09 Oct 2024,3.3875,1.087793811
,,9,10 Oct 2024,3.3049,1.087892306
,,10,11 Oct 2024,3.1077,1.087984932
,,11,14 Oct 2024,3.0977,1.088261939
,,14,15 Oct 2024,3.0846,1.088353907
,,15,16 Oct 2024,3.0314,1.088444297
,,16,17 Oct 2024,2.9091,1.088531048
,,17,18 Oct 2024,2.8903,1.088617245
,,18,21 Oct 2024,2.9784,1.088883738
,,21,22 Oct 2024,3.0642,1.088975151
,,22,23 Oct 2024,3.1267,1.089068436
,,23,24 Oct 2024,3.0662,1.089159923
,,24,25 Oct 2024,2.947,1.089247862
,,25,28 Oct 2024,3.0313,1.089519246
,,28,29 Oct 2024,3.0666,1.089610783
,,29,30 Oct 2024,3.0955,1.089703191
,,30,01 Nov 2024,3.1559,1.089891629
,Nov,1,04 Nov 2024,3.2321,1.090181161
,,4,05 Nov 2024,2.9891,1.090270439
,,5,06 Nov 2024,2.9118,1.090357416
,,6,07 Nov 2024,2.8566,1.090442751
,,7,08 Nov 2024,2.9347,1.090530425
,,8,11 Nov 2024,3.1044,1.090808681
,,11,12 Nov 2024,3.1304,1.090902233
,,12,13 Nov 2024,3.0749,1.090994135
,,13,14 Nov 2024,2.96,1.09108261
,,14,15 Nov 2024,2.8989,1.091169266
,,15,18 Nov 2024,2.9008,1.091429425
,,18,19 Nov 2024,3.1312,1.091523055
,,19,20 Nov 2024,3.06,1.091614563
,,20,21 Nov 2024,2.9428,1.091702574
,,21,22 Nov 2024,2.7615,1.09178517
,,22,25 Nov 2024,3.098,1.092063171
,,25,26 Nov 2024,3.0618,1.092154779
,,26,27 Nov 2024,2.9033,1.092241651
,,27,28 Nov 2024,2.787,1.092325051
,,28,29 Nov 2024,2.745,1.0924072
,,29,02 Dec 2024,3.0839,1.092684093
,Dec,2,03 Dec 2024,2.9528,1.09277249
,,3,04 Dec 2024,3.0756,1.09286457
,,4,05 Dec 2024,3.0051,1.092954548
,,5,06 Dec 2024,2.7668,1.093037397
,,6,09 Dec 2024,2.8852,1.093296599
,,9,10 Dec 2024,3.1885,1.093392105
,,10,11 Dec 2024,3.1129,1.093485355
,,11,12 Dec 2024,3.0721,1.093577391
,,12,13 Dec 2024,3.1825,1.093672742
,,13,16 Dec 2024,3.2537,1.09396522
,,16,17 Dec 2024,3.1506,1.094059648
,,17,18 Dec 2024,3.0547,1.094151211
,,18,19 Dec 2024,2.9769,1.094240448
,,19,20 Dec 2024,2.9893,1.094330065
,,20,23 Dec 2024,3.23,1.094620587
,,23,24 Dec 2024,2.762,1.094703419
,,24,26 Dec 2024,2.7495,1.094868344
,,26,27 Dec 2024,2.5512,1.094944871
,,27,30 Dec 2024,2.5613,1.095175376
,,30,31 Dec 2024,2.3115,1.095244732
,,31,02 Jan 2025,2.1123,1.095371499
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2025,Jan,2,03 Jan 2025,2.5211,1.095447157
,,3,06 Jan 2025,2.7573,1.095695416
,,6,07 Jan 2025,2.8352,1.095780526
,,7,08 Jan 2025,2.7815,1.09586403
,,8,09 Jan 2025,2.8385,1.095949252
,,9,10 Jan 2025,2.898,1.096036268
,,10,13 Jan 2025,3.1047,1.096315955
,,13,14 Jan 2025,2.9332,1.096404057
,,14,15 Jan 2025,2.9314,1.096492112
,,15,16 Jan 2025,2.8138,1.096576641
,,16,17 Jan 2025,2.4647,1.096650688
,,17,20 Jan 2025,2.2492,1.096853421
,,20,21 Jan 2025,2.2516,1.096921084
,,21,22 Jan 2025,2.485,1.096995764
,,22,23 Jan 2025,2.5852,1.097073462
,,23,24 Jan 2025,3.0238,1.097164348
,,24,27 Jan 2025,3.0743,1.097441581
,,27,28 Jan 2025,2.9786,1.097531139
,,28,31 Jan 2025,3.1283,1.097813337
,,31,03 Feb 2025,2.6325,1.09805087
,Feb,3,04 Feb 2025,2.651,1.098130622
,,4,05 Feb 2025,2.6168,1.09820935
,,5,06 Feb 2025,2.3766,1.098280857
,,6,07 Feb 2025,2.4847,1.098355622
,,7,10 Feb 2025,2.517,1.098582846
,,10,11 Feb 2025,2.5438,1.098659409
,,11,12 Feb 2025,2.4561,1.098733339
,,12,13 Feb 2025,2.5042,1.098808721
,,13,14 Feb 2025,2.5008,1.098884006
,,14,17 Feb 2025,2.413,1.099101946
,,17,18 Feb 2025,2.3114,1.099171548
,,18,19 Feb 2025,2.5261,1.09924762
,,19,20 Feb 2025,2.4639,1.099321823
,,20,21 Feb 2025,2.463,1.099396005
,,21,24 Feb 2025,2.3548,1.099608788
,,24,25 Feb 2025,2.2661,1.099677057
,,25,26 Feb 2025,2.4175,1.099749892
,,26,27 Feb 2025,2.3922,1.099821969
,,27,28 Feb 2025,2.6412,1.099901554
,,28,03 Mar 2025,2.4846,1.100126169
,Mar,3,04 Mar 2025,2.3344,1.100196529
,,4,05 Mar 2025,2.2903,1.100265564
,,5,06 Mar 2025,2.3176,1.100335426
,,6,07 Mar 2025,2.3425,1.100406044
,,7,10 Mar 2025,2.1455,1.100600092
,,10,11 Mar 2025,2.1148,1.10066386
,,11,12 Mar 2025,2.1251,1.100727943
,,12,13 Mar 2025,2.0822,1.100790736
,,13,14 Mar 2025,2.2434,1.100858394
,,14,17 Mar 2025,2.3683,1.101072681
,,17,18 Mar 2025,2.3416,1.101143319
,,18,19 Mar 2025,2.4421,1.101216993
,,19,20 Mar 2025,2.4428,1.101290693
,,20,21 Mar 2025,2.4805,1.101365535
,,21,24 Mar 2025,2.6484,1.101605277
,,24,25 Mar 2025,2.7645,1.101688712
,,25,26 Mar 2025,2.9409,1.101777478
,,26,27 Mar 2025,2.9829,1.101867519
,,27,28 Mar 2025,2.3592,1.101938739
,,28,01 Apr 2025,2.1392,1.10219707
,Apr,1,02 Apr 2025,2.0073,1.102257684
,,2,03 Apr 2025,2.1983,1.102324071
,,3,04 Apr 2025,2.2206,1.102391134
,,4,07 Apr 2025,2.3164,1.102601017
,,7,08 Apr 2025,2.5884,1.102679208
,,8,09 Apr 2025,2.3872,1.102751327
,,9,10 Apr 2025,2.3326,1.1028218
,,10,11 Apr 2025,2.3009,1.10289132
,,11,14 Apr 2025,2.3021,1.103100002
,,14,15 Apr 2025,2.2749,1.103168754
,,15,16 Apr 2025,2.284,1.103237785
,,16,17 Apr 2025,2.2553,1.103305953
,,17,21 Apr 2025,2.196,1.103571472
,,21,22 Apr 2025,2.153,1.103636568
,,22,23 Apr 2025,2.1405,1.103701289
,,23,24 Apr 2025,2.1801,1.103767212
,,24,25 Apr 2025,2.1602,1.103832537
,,25,28 Apr 2025,2.1066,1.10402366
,,28,29 Apr 2025,2.1769,1.104089505
,,29,30 Apr 2025,2.174,1.104155267
,,30,02 May 2025,2.1673,1.104286392
,May,2,05 May 2025,2.2953,1.104494721
,,5,06 May 2025,2.272,1.104563472
,,6,07 May 2025,2.2252,1.104630811
,,7,08 May 2025,2.116,1.104694849
,,8,09 May 2025,2.1975,1.104761358
,,9,13 May 2025,2.2665,1.105035762
,,13,14 May 2025,2.3946,1.105108259
,,14,15 May 2025,2.1883,1.105174514
,,15,16 May 2025,2.1552,1.105239771
,,16,19 May 2025,2.121,1.105432446
,,19,20 May 2025,2.177,1.105498378
,,20,21 May 2025,2.125,1.105562739
,,21,22 May 2025,2.1033,1.105626447
,,22,23 May 2025,2.1348,1.105691112
,,23,26 May 2025,2.2538,1.105895935
,,26,27 May 2025,2.08,1.105958956
,,27,28 May 2025,2.1518,1.106024156
,,28,29 May 2025,2.1189,1.106088363
,,29,30 May 2025,2.1111,1.106152337
,,30,02 Jun 2025,2.1001,1.106343271
,Jun,2,03 Jun 2025,2.1229,1.106407618
,,3,04 Jun 2025,1.8245,1.106462923
,,4,05 Jun 2025,1.562,1.106510274
,,5,06 Jun 2025,1.4568,1.106554437
,,6,09 Jun 2025,1.4724,1.106688351
,,9,10 Jun 2025,1.5092,1.106734111
,,10,11 Jun 2025,1.7832,1.10678818
,,11,12 Jun 2025,1.8919,1.106845548
,,12,13 Jun 2025,1.7439,1.106898431
,,13,16 Jun 2025,1.7531,1.107057924
,,16,17 Jun 2025,1.7685,1.107111564
,,17,18 Jun 2025,1.6644,1.107162048
,,18,19 Jun 2025,1.8111,1.107216984
,,19,20 Jun 2025,1.7594,1.107270355
,,20,23 Jun 2025,1.793,1.107433533
,,23,24 Jun 2025,1.6795,1.107484491
,,24,25 Jun 2025,1.6785,1.10753542
,,25,26 Jun 2025,1.7466,1.107588418
,,26,27 Jun 2025,1.8108,1.107643366
,,27,30 Jun 2025,1.6345,1.10779217
,,30,01 Jul 2025,1.5598,1.10783951
,Jul,1,02 Jul 2025,1.4297,1.107882904
,,2,03 Jul 2025,1.4954,1.107928294
,,3,04 Jul 2025,1.5695,1.107975935
,,4,07 Jul 2025,1.4896,1.108111588
,,7,08 Jul 2025,1.5986,1.10816012
,,8,09 Jul 2025,1.6566,1.108210415
,,9,10 Jul 2025,1.6217,1.108259653
,,10,11 Jul 2025,1.6104,1.10830855
,,11,14 Jul 2025,1.7048,1.108463847
,,14,15 Jul 2025,1.6642,1.108514387
,,15,16 Jul 2025,1.5284,1.108560805
,,16,17 Jul 2025,1.5451,1.108607732
,,17,18 Jul 2025,1.3029,1.108647304
,,18,21 Jul 2025,1.3181,1.108767412
,,21,22 Jul 2025,1.2996,1.10880689
,,22,23 Jul 2025,1.4564,1.108851133
,,23,24 Jul 2025,1.8136,1.108906229
,,24,25 Jul 2025,1.9165,1.108964454
,,25,28 Jul 2025,1.8852,1.109136286
,,28,29 Jul 2025,1.7849,1.109190525
,,29,30 Jul 2025,1.8668,1.109247254
,,30,31 Jul 2025,1.8246,1.109302704
,,31,01 Aug 2025,1.7516,1.109355939
,Aug,1,04 Aug 2025,1.5817,1.109500158
,,4,05 Aug 2025,1.6645,1.109550754
,,5,06 Aug 2025,1.6922,1.109602195
,,6,07 Aug 2025,1.603,1.109650926
,,7,08 Aug 2025,1.6337,1.109700593
,,8,11 Aug 2025,1.6067,1.109847137
,,11,12 Aug 2025,1.6123,1.109896162
,,12,13 Aug 2025,1.3941,1.109938554
,,13,14 Aug 2025,1.3742,1.109980343
,,14,15 Aug 2025,1.3053,1.110020037
,,15,18 Aug 2025,1.1958,1.110129136
,,18,19 Aug 2025,1.2518,1.110167208
,,19,20 Aug 2025,1.4948,1.110212674
,,20,21 Aug 2025,1.7069,1.110264592
,,21,22 Aug 2025,1.5064,1.110310414
,,22,25 Aug 2025,1.2648,1.110425838
,,25,26 Aug 2025,1.1347,1.110460358
,,26,27 Aug 2025,0.9504,1.110489273
,,27,28 Aug 2025,0.8668,1.110515645
,,28,29 Aug 2025,0.9728,1.110545242
,,29,01 Sep 2025,1.0396,1.110640134
,Sep,1,02 Sep 2025,0.7261,1.110662229
,,2,03 Sep 2025,0.9315,1.110690573
,,3,04 Sep 2025,1.4808,1.110735634
,,4,05 Sep 2025,1.4707,1.110780389
,,5,08 Sep 2025,1.7007,1.110935658
,,8,09 Sep 2025,1.6383,1.110985522
,,9,10 Sep 2025,1.7149,1.11103772
,,10,11 Sep 2025,1.4302,1.111081254
,,11,12 Sep 2025,1.3468,1.111122252
,,12,15 Sep 2025,1.3736,1.111247696
,,15,16 Sep 2025,1.3764,1.111289601
,,16,17 Sep 2025,1.1235,1.111323807
,,17,18 Sep 2025,1.1218,1.111357963
,,18,19 Sep 2025,1.1129,1.111391849
,,19,22 Sep 2025,1.5372,1.111532268
,,22,23 Sep 2025,1.4201,1.111575514
,,23,24 Sep 2025,1.3212,1.11161575
,,24,25 Sep 2025,1.218,1.111652844
,,25,26 Sep 2025,1.318,1.111692986
,,26,29 Sep 2025,1.3773,1.111818832
,,29,30 Sep 2025,1.3755,1.111860731
,,30,01 Oct 2025,1.199,1.111897255
,Oct,1,02 Oct 2025,1.0402,1.111928942
,,2,03 Oct 2025,1.0847,1.111961987
,,3,06 Oct 2025,1.2469,1.112075946
,,6,07 Oct 2025,0.9886,1.112106066
,,7,08 Oct 2025,1.1621,1.112141474
,,8,09 Oct 2025,1.243,1.112179348
,,9,10 Oct 2025,1.5033,1.112225154
,,10,13 Oct 2025,1.4439,1.11235715
,,13,14 Oct 2025,1.2878,1.112396396
