SORA Value Date,,,SORA Publication Date,SORA,SORA Index
,,26,01 Mar 2021,0.2626,1.003415425
,Mar,1,02 Mar 2021,0.1225,1.003418792
,,2,03 Mar 2021,0.0673,1.003420643
,,3,04 Mar 2021,0.0402,1.003421748
,,4,05 Mar 2021,0.0881,1.00342417
,,5,08 Mar 2021,0.1602,1.003437382
,,8,09 Mar 2021,0.18,1.00344233
,,9,10 Mar 2021,0.1924,1.00344762
,,10,11 Mar 2021,0.1407,1.003451488
,,11,12 Mar 2021,0.3155,1.003460161
,,12,15 Mar 2021,0.3893,1.003492269
,,15,16 Mar 2021,0.3427,1.003501691
,,16,17 Mar 2021,0.2377,1.003508226
,,17,18 Mar 2021,0.2138,1.003514104
,,18,19 Mar 2021,0.2602,1.003521258
,,19,22 Mar 2021,0.1901,1.003536938
,,22,23 Mar 2021,0.1392,1.003540765
,,23,24 Mar 2021,0.2282,1.003547039
,,24,25 Mar 2021,0.2232,1.003553176
,,25,26 Mar 2021,0.2672,1.003560523
,,26,29 Mar 2021,0.3997,1.003593492
,,29,30 Mar 2021,0.2246,1.003599667
,,30,31 Mar 2021,0.1754,1.00360449
,,31,01 Apr 2021,0.2315,1.003610855
,Apr,1,05 Apr 2021,0.0946,1.00362126
,,5,06 Apr 2021,0.1315,1.003624876
,,6,07 Apr 2021,0.0873,1.003627276
,,7,08 Apr 2021,0.0507,1.00362867
,,8,09 Apr 2021,0.0507,1.003630064
,,9,12 Apr 2021,0.0635,1.003635302
,,12,13 Apr 2021,0.0412,1.003636435
,,13,14 Apr 2021,0.0679,1.003638302
,,14,15 Apr 2021,0.091,1.003640805
,,15,16 Apr 2021,0.061,1.003642482
,,16,19 Apr 2021,0.1517,1.003654996
,,19,20 Apr 2021,0.0657,1.003656802
,,20,21 Apr 2021,0.1447,1.003660781
,,21,22 Apr 2021,0.1091,1.003663781
,,22,23 Apr 2021,0.1791,1.003668706
,,23,26 Apr 2021,0.1937,1.003684685
,,26,27 Apr 2021,0.0839,1.003686992
,,27,28 Apr 2021,0.1885,1.003692176
,,28,29 Apr 2021,0.176,1.003697015
,,29,30 Apr 2021,0.185,1.003702102
,,30,03 May 2021,0.2504,1.003722759
,May,3,04 May 2021,0.1984,1.003728215
,,4,05 May 2021,0.1561,1.003732508
,,5,06 May 2021,0.1897,1.003737725
,,6,07 May 2021,0.0815,1.003739966
,,7,10 May 2021,0.2114,1.003757406
,,10,11 May 2021,0.1767,1.003762265
,,11,12 May 2021,0.1049,1.00376515
,,12,14 May 2021,0.1544,1.003773642
,,14,17 May 2021,0.1784,1.003788361
,,17,18 May 2021,0.1715,1.003793077
,,18,19 May 2021,0.1064,1.003796003
,,19,20 May 2021,0.0635,1.00379775
,,20,21 May 2021,0.072,1.00379973
,,21,24 May 2021,0.067,1.003805258
,,24,25 May 2021,0.1014,1.003808046
,,25,27 May 2021,0.0841,1.003812672
,,27,28 May 2021,0.1136,1.003815796
,,28,31 May 2021,0.2438,1.003835911
,,31,01 Jun 2021,0.1514,1.003840075
,Jun,1,02 Jun 2021,0.1783,1.003844978
,,2,03 Jun 2021,0.1617,1.003849426
,,3,04 Jun 2021,0.0999,1.003852173
,,4,07 Jun 2021,0.0772,1.003858543
,,7,08 Jun 2021,0.0772,1.003860666
,,8,09 Jun 2021,0.1203,1.003863975
,,9,10 Jun 2021,0.0623,1.003865688
,,10,11 Jun 2021,0.0619,1.003867391
,,11,14 Jun 2021,0.1087,1.003876359
,,14,15 Jun 2021,0.107,1.003879302
,,15,16 Jun 2021,0.0944,1.003881899
,,16,17 Jun 2021,0.1069,1.003884839
,,17,18 Jun 2021,0.1888,1.003890031
,,18,21 Jun 2021,0.2384,1.003909702
,,21,22 Jun 2021,0.1659,1.003914265
,,22,23 Jun 2021,0.1492,1.003918369
,,23,24 Jun 2021,0.1443,1.003922338
,,24,25 Jun 2021,0.2042,1.003927954
,,25,28 Jun 2021,0.1029,1.003936445
,,28,29 Jun 2021,0.1065,1.003939374
,,29,30 Jun 2021,0.0565,1.003940928
,,30,01 Jul 2021,0.0665,1.003942757
,Jul,1,02 Jul 2021,0.0609,1.003944432
,,2,05 Jul 2021,0.1096,1.003953476
,,5,06 Jul 2021,0.1163,1.003956675
,,6,07 Jul 2021,0.0957,1.003959307
,,7,08 Jul 2021,0.0938,1.003961887
,,8,09 Jul 2021,0.113,1.003964996
,,9,12 Jul 2021,0.1433,1.00397682
,,12,13 Jul 2021,0.0714,1.003978784
,,13,14 Jul 2021,0.0675,1.003980641
,,14,15 Jul 2021,0.0877,1.003983053
,,15,16 Jul 2021,0.0879,1.003985471
,,16,19 Jul 2021,0.0809,1.003992147
,,19,21 Jul 2021,0.0918,1.003997197
,,21,22 Jul 2021,0.1569,1.004001513
,,22,23 Jul 2021,0.1912,1.004006772
,,23,26 Jul 2021,0.0974,1.00401481
,,26,27 Jul 2021,0.0814,1.004017049
,,27,28 Jul 2021,0.1232,1.004020438
,,28,29 Jul 2021,0.1232,1.004023827
,,29,30 Jul 2021,0.1314,1.004027441
,,30,02 Aug 2021,0.2749,1.004050127
,Aug,2,03 Aug 2021,0.226,1.004056344
,,3,04 Aug 2021,0.115,1.004059507
,,4,05 Aug 2021,0.083,1.00406179
,,5,06 Aug 2021,0.0861,1.004064159
,,6,10 Aug 2021,0.2318,1.004089665
,,10,11 Aug 2021,0.0678,1.00409153
,,11,12 Aug 2021,0.1028,1.004094358
,,12,13 Aug 2021,0.1002,1.004097114
,,13,16 Aug 2021,0.0983,1.004105227
,,16,17 Aug 2021,0.0877,1.004107639
,,17,18 Aug 2021,0.1209,1.004110965
,,18,19 Aug 2021,0.0921,1.004113499
,,19,20 Aug 2021,0.1033,1.004116341
,,20,23 Aug 2021,0.1166,1.004125964
,,23,24 Aug 2021,0.1066,1.004128896
,,24,25 Aug 2021,0.1166,1.004132104
,,25,26 Aug 2021,0.1106,1.004135147
,,26,27 Aug 2021,0.1143,1.004138291
,,27,30 Aug 2021,0.2281,1.004157117
,,30,31 Aug 2021,0.2077,1.004162831
,,31,01 Sep 2021,0.2215,1.004168925
,Sep,1,02 Sep 2021,0.1921,1.00417421
,,2,03 Sep 2021,0.166,1.004178776
,,3,06 Sep 2021,0.152,1.004191322
,,6,07 Sep 2021,0.1091,1.004194323
,,7,08 Sep 2021,0.1838,1.00419938
,,8,09 Sep 2021,0.1491,1.004203482
,,9,10 Sep 2021,0.1052,1.004206377
,,10,13 Sep 2021,0.0927,1.004214028
,,13,14 Sep 2021,0.1059,1.004216941
,,14,15 Sep 2021,0.0691,1.004218842
,,15,16 Sep 2021,0.1184,1.0042221
,,16,17 Sep 2021,0.1217,1.004225448
,,17,20 Sep 2021,0.1375,1.004236797
,,20,21 Sep 2021,0.1694,1.004241458
,,21,22 Sep 2021,0.142,1.004245365
,,22,23 Sep 2021,0.1811,1.004250348
,,23,24 Sep 2021,0.116,1.004253539
,,24,27 Sep 2021,0.1219,1.004263601
,,27,28 Sep 2021,0.1136,1.004266727
,,28,29 Sep 2021,0.0939,1.00426931
,,29,30 Sep 2021,0.077,1.004271429
,,30,01 Oct 2021,0.0665,1.004273259
,Oct,1,04 Oct 2021,0.0802,1.004279879
,,4,05 Oct 2021,0.0514,1.004281293
,,5,06 Oct 2021,0.0731,1.004283304
,,6,07 Oct 2021,0.0611,1.004284985
,,7,08 Oct 2021,0.1302,1.004288568
,,8,11 Oct 2021,0.2065,1.004305613
,,11,12 Oct 2021,0.2027,1.00431119
,,12,13 Oct 2021,0.1676,1.004315802
,,13,14 Oct 2021,0.1782,1.004320705
,,14,15 Oct 2021,0.2286,1.004326995
,,15,18 Oct 2021,0.3204,1.004353444
,,18,19 Oct 2021,0.2243,1.004359616
,,19,20 Oct 2021,0.3152,1.004368289
,,20,21 Oct 2021,0.26,1.004375443
,,21,22 Oct 2021,0.1892,1.004380649
,,22,25 Oct 2021,0.2247,1.004399199
,,25,26 Oct 2021,0.2614,1.004406392
,,26,27 Oct 2021,0.1743,1.004411188
,,27,28 Oct 2021,0.0989,1.00441391
,,28,29 Oct 2021,0.1414,1.004417801
,,29,01 Nov 2021,0.2229,1.004436202
,Nov,1,02 Nov 2021,0.1859,1.004441318
,,2,03 Nov 2021,0.1453,1.004445317
,,3,05 Nov 2021,0.1097,1.004451354
,,5,08 Nov 2021,0.0764,1.004457662
,,8,09 Nov 2021,0.0895,1.004460125
,,9,10 Nov 2021,0.1139,1.004463259
,,10,11 Nov 2021,0.1607,1.004467682
,,11,12 Nov 2021,0.1597,1.004472077
,,12,15 Nov 2021,0.192,1.004487928
,,15,16 Nov 2021,0.1681,1.004492554
,,16,17 Nov 2021,0.2179,1.004498551
,,17,18 Nov 2021,0.246,1.004505321
,,18,19 Nov 2021,0.1922,1.00451061
,,19,22 Nov 2021,0.2522,1.004531433
,,22,23 Nov 2021,0.0987,1.004534149
,,23,24 Nov 2021,0.1422,1.004538062
,,24,25 Nov 2021,0.1622,1.004542526
,,25,26 Nov 2021,0.1391,1.004546355
,,26,29 Nov 2021,0.1391,1.00455784
,,29,30 Nov 2021,0.1185,1.004561101
,,30,01 Dec 2021,0.1128,1.004564205
,Dec,1,02 Dec 2021,0.1276,1.004567717
,,2,03 Dec 2021,0.101,1.004570497
,,3,06 Dec 2021,0.1943,1.00458654
,,6,07 Dec 2021,0.3106,1.004595089
,,7,08 Dec 2021,0.3318,1.004604221
,,8,09 Dec 2021,0.2237,1.004610378
,,9,10 Dec 2021,0.1312,1.004613989
,,10,13 Dec 2021,0.1584,1.004627068
,,13,14 Dec 2021,0.2878,1.004634989
,,14,15 Dec 2021,0.332,1.004644128
,,15,16 Dec 2021,0.2033,1.004649723
,,16,17 Dec 2021,0.1865,1.004654857
,,17,20 Dec 2021,0.2447,1.004675063
,,20,21 Dec 2021,0.192,1.004680347
,,21,22 Dec 2021,0.1391,1.004684176
,,22,23 Dec 2021,0.1056,1.004687083
,,23,24 Dec 2021,0.1582,1.004691437
,,24,27 Dec 2021,0.3037,1.004716516
,,27,28 Dec 2021,0.2116,1.004722341
,,28,29 Dec 2021,0.2229,1.004728477
,,29,30 Dec 2021,0.2785,1.004736143
,,30,31 Dec 2021,0.2885,1.004744084
,,31,03 Jan 2022,0.3065,1.004769396
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2022,Jan,3,04 Jan 2022,0.1416,1.004773294
,,4,05 Jan 2022,0.1467,1.004777332
,,5,06 Jan 2022,0.1767,1.004782196
,,6,07 Jan 2022,0.1191,1.004785475
,,7,10 Jan 2022,0.1461,1.00479754
,,10,11 Jan 2022,0.1034,1.004800387
,,11,12 Jan 2022,0.1839,1.004805449
,,12,13 Jan 2022,0.1942,1.004810796
,,13,14 Jan 2022,0.2201,1.004816855
,,14,17 Jan 2022,0.2078,1.004834016
,,17,18 Jan 2022,0.1239,1.004837427
,,18,19 Jan 2022,0.1417,1.004841328
,,19,20 Jan 2022,0.1217,1.004844679
,,20,21 Jan 2022,0.3139,1.00485332
,,21,24 Jan 2022,0.252,1.004874133
,,24,25 Jan 2022,0.1559,1.004878425
,,25,26 Jan 2022,0.2025,1.004884
,,26,27 Jan 2022,0.4588,1.004896632
,,27,28 Jan 2022,0.3056,1.004905045
,,28,31 Jan 2022,0.3513,1.004934061
,,31,03 Feb 2022,0.4113,1.004968033
,Feb,3,04 Feb 2022,0.3069,1.004976483
,,4,07 Feb 2022,0.255,1.004997546
,,7,08 Feb 2022,0.2679,1.005004923
,,8,09 Feb 2022,0.232,1.005011311
,,9,10 Feb 2022,0.1587,1.00501568
,,10,11 Feb 2022,0.1079,1.005018651
,,11,14 Feb 2022,0.1998,1.005035156
,,14,15 Feb 2022,0.1255,1.005038611
,,15,16 Feb 2022,0.1753,1.005043438
,,16,17 Feb 2022,0.3018,1.005051748
,,17,18 Feb 2022,0.2827,1.005059533
,,18,21 Feb 2022,0.5133,1.005101935
,,21,22 Feb 2022,0.2383,1.005108497
,,22,23 Feb 2022,0.3306,1.005117601
,,23,24 Feb 2022,0.2791,1.005125287
,,24,25 Feb 2022,0.3585,1.005135159
,,25,28 Feb 2022,0.4876,1.005175442
,,28,01 Mar 2022,0.3278,1.005184469
,Mar,1,02 Mar 2022,0.1873,1.005189627
,,2,03 Mar 2022,0.0958,1.005192265
,,3,04 Mar 2022,0.0746,1.00519432
,,4,07 Mar 2022,0.0503,1.005198475
,,7,08 Mar 2022,0.0353,1.005199448
,,8,09 Mar 2022,0.0671,1.005201296
,,9,10 Mar 2022,0.0552,1.005202816
,,10,11 Mar 2022,0.1287,1.00520636
,,11,14 Mar 2022,0.1339,1.005217423
,,14,15 Mar 2022,0.1697,1.005222096
,,15,16 Mar 2022,0.2256,1.00522831
,,16,17 Mar 2022,0.308,1.005236792
,,17,18 Mar 2022,0.2828,1.005244581
,,18,21 Mar 2022,0.2674,1.005266674
,,21,22 Mar 2022,0.4299,1.005278514
,,22,23 Mar 2022,0.5122,1.005292621
,,23,24 Mar 2022,0.6932,1.005311713
,,24,25 Mar 2022,0.5659,1.0053273
,,25,28 Mar 2022,0.6959,1.005384802
,,28,29 Mar 2022,0.5117,1.005398896
,,29,30 Mar 2022,0.2905,1.005406898
,,30,31 Mar 2022,0.4571,1.005419489
,,31,01 Apr 2022,0.6085,1.005436251
,Apr,1,04 Apr 2022,0.4185,1.005470835
,,4,05 Apr 2022,0.4275,1.005482611
,,5,06 Apr 2022,0.3975,1.005493562
,,6,07 Apr 2022,0.21,1.005499347
,,7,08 Apr 2022,0.2788,1.005507027
,,8,11 Apr 2022,0.3149,1.005533052
,,11,12 Apr 2022,0.2087,1.005538801
,,12,13 Apr 2022,0.202,1.005544366
,,13,14 Apr 2022,0.371,1.005554587
,,14,18 Apr 2022,0.3222,1.005590093
,,18,19 Apr 2022,0.1256,1.005593553
,,19,20 Apr 2022,0.0697,1.005595473
,,20,21 Apr 2022,0.1775,1.005600363
,,21,22 Apr 2022,0.1685,1.005605006
,,22,25 Apr 2022,0.3626,1.005634975
,,25,26 Apr 2022,0.3009,1.005643266
,,26,27 Apr 2022,0.4155,1.005654714
,,27,28 Apr 2022,0.3473,1.005664282
,,28,29 Apr 2022,0.3586,1.005674163
,,29,04 May 2022,0.6764,1.005767346
,May,4,05 May 2022,0.4734,1.005780391
,,5,06 May 2022,0.8411,1.005803568
,,6,09 May 2022,1.0536,1.005890668
,,9,10 May 2022,0.8536,1.005914192
,,10,11 May 2022,0.7515,1.005934902
,,11,12 May 2022,0.8674,1.005958808
,,12,13 May 2022,0.8913,1.005983373
,,13,17 May 2022,1.3711,1.006134529
,,17,18 May 2022,0.9053,1.006159484
,,18,19 May 2022,1.0299,1.006187874
,,19,20 May 2022,0.8836,1.006212232
,,20,23 May 2022,1.1684,1.006308862
,,23,24 May 2022,1.0128,1.006336785
,,24,25 May 2022,0.9456,1.006362856
,,25,26 May 2022,0.833,1.006385823
,,26,27 May 2022,0.7681,1.006407001
,,27,30 May 2022,0.8901,1.006480629
,,30,31 May 2022,0.6365,1.00649818
,,31,01 Jun 2022,0.7187,1.006517998
,Jun,1,02 Jun 2022,0.3254,1.006526972
,,2,03 Jun 2022,0.53,1.006541587
,,3,06 Jun 2022,0.5567,1.006587642
,,6,07 Jun 2022,0.438,1.006599721
,,7,08 Jun 2022,0.4952,1.006613378
,,8,09 Jun 2022,0.5242,1.006627835
,,9,10 Jun 2022,0.5809,1.006643855
,,10,13 Jun 2022,0.795,1.006709632
,,13,14 Jun 2022,0.5746,1.00672548
,,14,15 Jun 2022,0.4416,1.00673766
,,15,16 Jun 2022,0.3983,1.006748646
,,16,17 Jun 2022,0.7937,1.006770538
,,17,20 Jun 2022,1.2041,1.006870175
,,20,21 Jun 2022,0.9917,1.006897531
,,21,22 Jun 2022,1.4164,1.006936605
,,22,23 Jun 2022,1.5641,1.006979754
,,23,24 Jun 2022,1.6942,1.007026494
,,24,27 Jun 2022,1.8636,1.007180743
,,27,28 Jun 2022,1.8345,1.007231364
,,28,29 Jun 2022,1.8628,1.007282769
,,29,30 Jun 2022,1.5571,1.00732574
,,30,01 Jul 2022,1.6562,1.007371448
,Jul,1,04 Jul 2022,1.5362,1.007498642
,,4,05 Jul 2022,1.7837,1.007547876
,,5,06 Jul 2022,1.8123,1.007597903
,,6,07 Jul 2022,1.6429,1.007643256
,,7,08 Jul 2022,1.7389,1.007691261
,,8,12 Jul 2022,1.9193,1.007903213
,,12,13 Jul 2022,1.8141,1.007953308
,,13,14 Jul 2022,1.9374,1.008006809
,,14,15 Jul 2022,1.8585,1.008058135
,,15,18 Jul 2022,1.9391,1.008218797
,,18,19 Jul 2022,1.8921,1.008271062
,,19,20 Jul 2022,1.8618,1.008322492
,,20,21 Jul 2022,1.7924,1.008372007
,,21,22 Jul 2022,1.7682,1.008420857
,,22,25 Jul 2022,1.7276,1.008564047
,,25,26 Jul 2022,1.7221,1.008611632
,,26,27 Jul 2022,1.6908,1.008658354
,,27,28 Jul 2022,1.5258,1.008700519
,,28,29 Jul 2022,2.0407,1.008756915
,,29,01 Aug 2022,2.1354,1.008933964
,Aug,1,02 Aug 2022,1.7515,1.008982379
,,2,03 Aug 2022,1.6888,1.009029063
,,3,04 Aug 2022,1.372,1.009066991
,,4,05 Aug 2022,1.3522,1.009104374
,,5,08 Aug 2022,1.8269,1.009255897
,,8,10 Aug 2022,1.7915,1.00935497
,,10,11 Aug 2022,1.4935,1.009396271
,,11,12 Aug 2022,1.7252,1.009443981
,,12,15 Aug 2022,1.7601,1.009590013
,,15,16 Aug 2022,1.925,1.009643258
,,16,17 Aug 2022,1.9116,1.009696136
,,17,18 Aug 2022,1.9236,1.009749348
,,18,19 Aug 2022,1.9402,1.009803022
,,19,22 Aug 2022,2.24,1.009988937
,,22,23 Aug 2022,2.2324,1.010050709
,,23,24 Aug 2022,2.0993,1.010108803
,,24,25 Aug 2022,2.0684,1.010166044
,,25,26 Aug 2022,1.8673,1.010217723
,,26,29 Aug 2022,2.0088,1.010384517
,,29,30 Aug 2022,2.0025,1.01043995
,,30,31 Aug 2022,2.3441,1.010504842
,,31,01 Sep 2022,2.3098,1.010568789
,Sep,1,02 Sep 2022,2.1288,1.010627729
,,2,05 Sep 2022,2.0446,1.010797564
,,5,06 Sep 2022,2.1529,1.010857184
,,6,07 Sep 2022,2.1205,1.010915911
,,7,08 Sep 2022,2.1104,1.010974361
,,8,09 Sep 2022,2.1779,1.011034685
,,9,12 Sep 2022,2.3502,1.011229983
,,12,13 Sep 2022,2.3312,1.011294569
,,13,14 Sep 2022,2.1991,1.011355499
,,14,15 Sep 2022,1.8883,1.011407821
,,15,16 Sep 2022,1.7246,1.011455609
,,16,19 Sep 2022,1.8667,1.011610794
,,19,20 Sep 2022,1.7493,1.011659276
,,20,21 Sep 2022,1.6736,1.011705663
,,21,22 Sep 2022,1.6232,1.011750655
,,22,23 Sep 2022,1.9389,1.0118044
,,23,26 Sep 2022,2.4129,1.012005061
,,26,27 Sep 2022,2.5312,1.012075242
,,27,28 Sep 2022,2.7578,1.01215171
,,28,29 Sep 2022,2.7431,1.012227777
,,29,30 Sep 2022,3.8935,1.012335752
,,30,03 Oct 2022,4.3916,1.012701158
,Oct,3,04 Oct 2022,3.3298,1.012793545
,,4,05 Oct 2022,3.4719,1.012889882
,,5,06 Oct 2022,3.0171,1.012973608
,,6,07 Oct 2022,3.051,1.013058281
,,7,10 Oct 2022,3.3825,1.013339925
,,10,11 Oct 2022,2.9205,1.013421006
,,11,12 Oct 2022,3.3732,1.013514663
,,12,13 Oct 2022,2.8295,1.013593231
,,13,14 Oct 2022,3.3484,1.013686215
,,14,17 Oct 2022,3.1934,1.013952279
,,17,18 Oct 2022,3.0285,1.014036409
,,18,19 Oct 2022,3.131,1.014123394
,,19,20 Oct 2022,2.6315,1.014196508
,,20,21 Oct 2022,3.1709,1.014284615
,,21,25 Oct 2022,3.1748,1.014637509
,,25,26 Oct 2022,2.8631,1.014717098
,,26,27 Oct 2022,2.9027,1.014797794
,,27,28 Oct 2022,2.8342,1.014876593
,,28,31 Oct 2022,2.8441,1.015113832
,,31,01 Nov 2022,2.8521,1.015193153
,Nov,1,02 Nov 2022,2.5984,1.015265423
,,2,03 Nov 2022,2.6474,1.015339062
,,3,04 Nov 2022,2.6021,1.015411446
,,4,07 Nov 2022,3.0022,1.015662005
,,7,08 Nov 2022,2.8969,1.015742615
,,8,09 Nov 2022,2.9901,1.015825825
,,9,10 Nov 2022,2.9104,1.015906824
,,10,11 Nov 2022,3.267,1.015997755
,,11,14 Nov 2022,3.3943,1.016281202
,,14,15 Nov 2022,3.0921,1.016367296
,,15,16 Nov 2022,2.952,1.016449496
,,16,17 Nov 2022,2.9029,1.016530336
,,17,18 Nov 2022,3.2026,1.016619529
,,18,21 Nov 2022,3.5309,1.016914563
,,21,22 Nov 2022,3.7997,1.017020425
,,22,23 Nov 2022,3.6666,1.01712259
,,23,24 Nov 2022,3.5174,1.017220607
,,24,25 Nov 2022,3.5447,1.017319394
,,25,28 Nov 2022,3.6561,1.0176251
,,28,29 Nov 2022,3.5562,1.017724248
,,29,30 Nov 2022,3.7033,1.017827506
,,30,01 Dec 2022,3.9119,1.017936592
,Dec,1,02 Dec 2022,3.9219,1.018045969
,,2,05 Dec 2022,4.0119,1.018381665
,,5,06 Dec 2022,3.5244,1.018479998
,,6,07 Dec 2022,3.4458,1.018576149
,,7,08 Dec 2022,3.5036,1.018673921
,,8,09 Dec 2022,3.2336,1.018764167
,,9,12 Dec 2022,3.1336,1.019026556
,,12,13 Dec 2022,2.5836,1.019098686
,,13,14 Dec 2022,2.0537,1.019156027
,,14,15 Dec 2022,1.6457,1.019201978
,,15,16 Dec 2022,2.36,1.019267877
,,16,19 Dec 2022,2.3425,1.019464121
,,19,20 Dec 2022,1.7577,1.019513214
,,20,21 Dec 2022,1.7632,1.019562464
,,21,22 Dec 2022,1.5529,1.019605841
,,22,23 Dec 2022,1.6509,1.019651958
,,23,27 Dec 2022,3.1332,1.02000207
,,27,28 Dec 2022,1.8706,1.020054345
,,28,29 Dec 2022,1.8126,1.020105001
,,29,30 Dec 2022,1.6525,1.020151185
,,30,03 Jan 2023,2.5293,1.020433954
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2023,Jan,3,04 Jan 2023,2.1567,1.020494249
,,4,05 Jan 2023,2.4019,1.020561404
,,5,06 Jan 2023,2.6482,1.020635449
,,6,09 Jan 2023,3.1851,1.02090264
,,9,10 Jan 2023,3.7433,1.02100734
,,10,11 Jan 2023,3.4177,1.021102943
,,11,12 Jan 2023,3.2209,1.021193049
,,12,13 Jan 2023,3.3641,1.021287169
,,13,16 Jan 2023,3.8002,1.021606163
,,16,17 Jan 2023,3.4653,1.021703154
,,17,18 Jan 2023,3.557,1.021802721
,,18,19 Jan 2023,3.6487,1.021904865
,,19,20 Jan 2023,3.6037,1.022005759
,,20,25 Jan 2023,3.5817,1.0225072
,,25,26 Jan 2023,3.6014,1.022608089
,,26,27 Jan 2023,3.5637,1.022707932
,,27,30 Jan 2023,3.6736,1.023016728
,,30,31 Jan 2023,3.8375,1.023124285
,,31,01 Feb 2023,3.8693,1.023232745
,Feb,1,02 Feb 2023,3.5675,1.023332755
,,2,03 Feb 2023,3.5598,1.02343256
,,3,06 Feb 2023,3.6127,1.023736452
,,6,07 Feb 2023,3.4294,1.023832638
,,7,08 Feb 2023,3.118,1.023920099
,,8,09 Feb 2023,3.1004,1.024007073
,,9,10 Feb 2023,3.2456,1.024098128
,,10,13 Feb 2023,3.6578,1.024406014
,,13,14 Feb 2023,3.3393,1.024499735
,,14,15 Feb 2023,3.2662,1.024591412
,,15,16 Feb 2023,3.3614,1.02468577
,,16,17 Feb 2023,3.5088,1.024784275
,,17,20 Feb 2023,3.7467,1.025099855
,,20,21 Feb 2023,3.4676,1.025197242
,,21,22 Feb 2023,3.4653,1.025294574
,,22,23 Feb 2023,3.4287,1.025390887
,,23,24 Feb 2023,3.6511,1.025493457
,,24,27 Feb 2023,3.8658,1.025819294
,,27,28 Feb 2023,3.6984,1.025923237
,,28,01 Mar 2023,3.4497,1.026020199
,Mar,1,02 Mar 2023,3.5485,1.026119948
,,2,03 Mar 2023,3.5808,1.026220614
,,3,06 Mar 2023,3.6079,1.02652493
,,6,07 Mar 2023,3.63,1.02662702
,,7,08 Mar 2023,3.4847,1.026725033
,,8,09 Mar 2023,3.5667,1.026825362
,,9,10 Mar 2023,3.5983,1.02692659
,,10,13 Mar 2023,3.761,1.027244037
,,13,14 Mar 2023,3.7279,1.027348954
,,14,15 Mar 2023,3.4985,1.027447425
,,15,16 Mar 2023,3.3535,1.027541823
,,16,17 Mar 2023,3.7938,1.027648626
,,17,20 Mar 2023,3.8871,1.027976947
,,20,21 Mar 2023,3.8396,1.028085084
,,21,22 Mar 2023,3.8887,1.028194616
,,22,23 Mar 2023,3.7178,1.028299346
,,23,24 Mar 2023,4.0825,1.02841436
,,24,27 Mar 2023,3.6203,1.028720374
,,27,28 Mar 2023,3.5509,1.028820453
,,28,29 Mar 2023,3.5253,1.02891982
,,29,30 Mar 2023,3.8972,1.029029681
,,30,31 Mar 2023,3.6343,1.029132141
,,31,03 Apr 2023,3.5843,1.029435323
,Apr,3,04 Apr 2023,3.3422,1.029529586
,,4,05 Apr 2023,3.6018,1.029631179
,,5,06 Apr 2023,3.4762,1.02972924
,,6,10 Apr 2023,3.3721,1.030109771
,,10,11 Apr 2023,3.1595,1.030198939
,,11,12 Apr 2023,3.1852,1.03028884
,,12,13 Apr 2023,3.2138,1.030379556
,,13,14 Apr 2023,3.2688,1.030471833
,,14,17 Apr 2023,3.3365,1.030754422
,,17,18 Apr 2023,3.2875,1.030847261
,,18,19 Apr 2023,3.2315,1.030938526
,,19,20 Apr 2023,3.2868,1.031031362
,,20,21 Apr 2023,3.4576,1.03112903
,,21,24 Apr 2023,4.0783,1.031474667
,,24,25 Apr 2023,3.9785,1.031587098
,,25,26 Apr 2023,3.748,1.031693026
,,26,27 Apr 2023,3.6124,1.031795133
,,27,28 Apr 2023,3.7753,1.031901854
,,28,02 May 2023,3.785,1.032329882
,May,2,03 May 2023,3.7201,1.032435097
,,3,04 May 2023,3.6183,1.032537444
,,4,05 May 2023,3.2686,1.032629909
,,5,08 May 2023,3.4138,1.03291965
,,8,09 May 2023,3.4538,1.03301739
,,9,10 May 2023,3.6652,1.033121122
,,10,11 May 2023,3.4858,1.033219786
,,11,12 May 2023,3.621,1.033322287
,,12,15 May 2023,3.3432,1.033606227
,,15,16 May 2023,3.4448,1.033703777
,,16,17 May 2023,3.5198,1.03380346
,,17,18 May 2023,3.6927,1.03390805
,,18,19 May 2023,3.6472,1.034011361
,,19,22 May 2023,3.61,1.034318165
,,22,23 May 2023,3.866,1.034427718
,,23,24 May 2023,3.7272,1.034533349
,,24,25 May 2023,3.697,1.034638134
,,25,26 May 2023,3.7343,1.034743988
,,26,29 May 2023,3.7343,1.03506158
,,29,30 May 2023,3.9963,1.035174907
,,30,31 May 2023,3.9509,1.035286958
,,31,01 Jun 2023,3.7241,1.035392589
,Jun,1,05 Jun 2023,3.7514,1.035818251
,,5,06 Jun 2023,3.8228,1.035926737
,,6,07 Jun 2023,3.7959,1.03603447
,,7,08 Jun 2023,3.8445,1.036143595
,,8,09 Jun 2023,3.8997,1.036254297
,,9,12 Jun 2023,4.0228,1.036596926
,,12,13 Jun 2023,3.6227,1.03669981
,,13,14 Jun 2023,3.545,1.036800498
,,14,15 Jun 2023,3.5059,1.036900085
,,15,16 Jun 2023,3.6299,1.037003204
,,16,19 Jun 2023,3.5952,1.037309634
,,19,20 Jun 2023,3.6175,1.037412441
,,20,21 Jun 2023,3.6691,1.037516725
,,21,22 Jun 2023,3.5583,1.03761787
